Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Tuition fees up to date,Scholarship holder,Debtor,Gender,Target,Grade_diff,Total_units_approved,Avg_grade,Performance_ratio,Financial_risk,Risk_Level
19,7,7,13.978706432582243,14.545143151179582,1,0,0,0,Graduate,0.5664367185973394,14,14.261924791880912,1.0114840277929724,0,Low Risk
19,5,6,11.840592368807572,8.570128986415206,0,0,0,1,Enrolled,-3.270463382392366,11,10.205360677611388,0.9194018628478728,1,Medium Risk
25,5,5,5.8707238173847704,6.166231688027141,0,0,1,0,Dropout,0.2955078706423704,10,6.018477752705955,0.5958888864065303,2,High Risk
21,4,5,9.543339169247265,7.829482460197241,0,0,0,1,Dropout,-1.7138567090500239,9,8.686410814722253,0.9545506389804673,1,High Risk
20,5,5,9.961345115133577,7.0,1,0,0,1,Enrolled,-2.961345115133577,10,8.480672557566788,0.8396705502541374,0,Medium Risk
20,6,6,9.876171942678438,8.918993572241925,1,0,1,1,Enrolled,-0.9571783704365124,12,9.397582757460182,0.7766597320215026,1,Medium Risk
19,7,6,16.520946559305962,13.788939076870353,1,1,0,0,Graduate,-2.732007482435609,13,15.154942818088157,1.1568658639761953,0,Low Risk
26,3,5,5.142600587571557,9.640849025871772,0,0,0,0,Dropout,4.498248438300215,8,7.391724806721664,0.9125586181137857,1,High Risk
19,6,6,15.471015717842521,13.0,1,1,0,0,Graduate,-2.471015717842521,12,14.23550785892126,1.17648825280341,0,Low Risk
21,5,6,12.487959435836544,11.416047151878194,1,1,0,1,Enrolled,-1.0719122839583495,11,11.95200329385737,1.076757053500664,0,Medium Risk
20,7,6,16.371053179835897,15.089238183694595,1,0,0,0,Graduate,-1.2818149961413017,13,15.730145681765247,1.2007744795240647,0,Low Risk
21,5,5,9.480902707825472,9.382088752399417,0,0,1,1,Enrolled,-0.09881395542605453,10,9.431495730112445,0.9338114584269748,2,Medium Risk
21,7,7,12.272919444011343,15.851611807482529,0,0,0,0,Graduate,3.578692363471186,14,14.062265625746935,0.9973238032444635,1,Low Risk
25,3,4,6.100311147593969,7.309643991683775,0,0,1,0,Dropout,1.2093328440898068,7,6.7049775696388725,0.944363037977306,2,High Risk
25,3,5,7.848403294758984,3.6659086741196125,0,0,0,0,Dropout,-4.182494620639371,8,5.757155984439298,0.7107599980789258,1,High Risk
21,4,4,4.550718850440399,6.122769801702799,1,1,1,1,Dropout,1.5720509512624004,8,5.336744326071599,0.6588573242063703,1,High Risk
22,6,6,8.850754915400422,9.14439055159356,0,0,0,0,Enrolled,0.2936356361931374,12,8.997572733496991,0.7436010523551233,1,Medium Risk
19,6,6,11.34139026585842,9.249217694131172,1,0,1,1,Enrolled,-2.0921725717272484,12,10.295303979994795,0.8508515685946112,1,Medium Risk
21,5,6,7.6598416183838784,9.973619518891038,0,0,0,0,Enrolled,2.3137779005071595,11,8.816730568637459,0.7943000512285999,1,Medium Risk
21,6,5,11.345857102438009,12.627669301589645,1,1,0,0,Enrolled,1.281812199151636,11,11.986763202013826,1.0798885767580024,0,Medium Risk
19,6,7,16.52428652165167,14.885680771818205,1,0,0,0,Graduate,-1.6386057498334665,13,15.704983646734938,1.1988537134912167,0,Low Risk
19,7,7,15.273030814823095,13.433872213486387,1,1,0,1,Graduate,-1.8391586013367078,14,14.353451514154742,1.0179752846918257,0,Low Risk
21,6,5,11.59830581185811,11.010960128315311,1,0,1,1,Enrolled,-0.5873456835427984,11,11.304632970086711,1.0184354027105145,1,Medium Risk
20,6,6,13.377310617165982,9.521603179219644,1,0,0,1,Enrolled,-3.8557074379463376,12,11.449456898192814,0.9462361072886624,0,Medium Risk
26,5,4,5.4025921221400806,6.455981654250033,0,0,1,1,Dropout,1.0533895321099527,9,5.9292868881950564,0.6515699877137425,2,High Risk
19,5,5,7.53642627290942,7.0,1,0,1,0,Enrolled,-0.53642627290942,10,7.26821313645471,0.7196250630153178,1,Medium Risk
19,4,3,5.818925566781191,6.034738910402181,0,0,1,1,Dropout,0.21581334362099014,7,5.926832238591686,0.8347651040269981,2,High Risk
20,5,6,11.446853619602775,9.963434727438,0,1,0,1,Enrolled,-1.4834188921647744,11,10.705144173520388,0.9644274030198549,1,Medium Risk
22,6,6,14.401245386863717,12.255922060847256,1,0,0,0,Enrolled,-2.1453233260164613,12,13.328583723855488,1.1015358449467345,0,Medium Risk
19,5,6,10.207785041829581,7.627977159001707,1,1,0,1,Enrolled,-2.5798078828278737,11,8.917881100415645,0.8034127117491573,0,Medium Risk
21,6,6,13.805534221775238,9.62303995583551,1,0,1,0,Enrolled,-4.182494265939727,12,11.714287088805374,0.9681228999012707,1,Medium Risk
21,5,4,9.16110461497393,8.447511746739593,1,0,1,0,Dropout,-0.7135928682343362,9,8.804308180856761,0.9675063935007431,1,High Risk
21,5,5,11.032825174450233,11.30235468731139,0,1,1,0,Enrolled,0.26952951286115656,10,11.167589930880812,1.105701973354536,2,Medium Risk
19,5,6,10.871209519404664,9.0707821521498,1,0,0,1,Enrolled,-1.8004273672548639,11,9.97099583577723,0.8982879131330839,0,Medium Risk
21,5,5,8.055106813682885,3.9776191002080017,1,0,1,0,Dropout,-4.077487713474883,10,6.016362956945443,0.5956795006876676,1,High Risk
19,7,7,14.68914283746261,13.0,1,1,0,0,Graduate,-1.6891428374626098,14,13.844571418731306,0.9818844977823621,0,Low Risk
19,7,6,14.824118114477864,17.228420120812554,0,0,0,1,Graduate,2.4043020063346905,13,16.02626911764521,1.2233793219576496,1,Low Risk
21,5,3,8.55995138629152,8.970914357763563,0,0,1,1,Dropout,0.41096297147204375,8,8.765432872027542,1.0821522064231535,2,High Risk
20,4,5,9.648742206803096,6.1450299168417635,0,0,0,1,Dropout,-3.5037122899613324,9,7.89688606182243,0.867789677123344,1,High Risk
19,6,5,9.193612445973297,10.344086204843078,1,1,0,1,Enrolled,1.150473758869781,11,9.768849325408187,0.8800765158025394,0,Medium Risk
21,6,6,9.557565058556046,14.014865272514223,1,0,0,0,Enrolled,4.457300213958177,12,11.786215165535134,0.9740673690524905,0,Medium Risk
20,5,4,9.300974728538348,8.553208316547956,0,0,1,0,Dropout,-0.7477664119903924,9,8.92709152254315,0.9809990684113353,2,High Risk
21,5,6,11.26990092169317,9.313190835624019,0,0,0,1,Enrolled,-1.956710086069151,11,10.291545878658594,0.9271662953746481,1,Medium Risk
18,6,7,15.536464082894106,14.492177427370834,1,1,0,1,Graduate,-1.0442866555232726,13,15.01432075513247,1.1461313553536236,0,Low Risk
20,6,6,9.03625602609735,12.289286725181055,1,0,0,0,Enrolled,3.2530306990837055,12,10.662771375639203,0.8812207748462151,0,Medium Risk
19,6,6,13.306756636690292,10.424974621364434,1,1,1,1,Enrolled,-2.8817820153258573,12,11.865865629027363,0.9806500519857325,1,Medium Risk
20,5,6,10.44971357237453,11.622565253629404,1,0,0,0,Enrolled,1.1728516812548744,11,11.036139413001965,0.9942467939641411,0,Medium Risk
21,5,6,10.064062032068435,10.90773734519648,1,0,0,0,Enrolled,0.8436753131280454,11,10.485899688632458,0.9446756476245458,0,Medium Risk
20,6,6,11.967179379836377,12.815774184011893,0,0,1,0,Enrolled,0.8485948041755158,12,12.391476781924135,1.024088990241664,2,Medium Risk
25,5,4,6.534144640160758,7.2475551213237575,0,1,0,0,Dropout,0.7134104811629998,9,6.890849880742257,0.7572362506310173,1,High Risk
25,5,5,7.4814628088447455,4.1146277504209205,0,1,0,1,Dropout,-3.366835058423825,10,5.798045279632833,0.5740638890725577,1,High Risk
19,5,5,9.574955955377057,10.924500814044338,0,0,0,0,Enrolled,1.3495448586672811,10,10.249728384710696,1.0148245925456136,1,Medium Risk
19,6,6,10.97250421612934,10.912793349702563,1,0,0,1,Enrolled,-0.05971086642677648,12,10.942648782915951,0.9043511390839629,0,Medium Risk
24,3,3,11.30746361054221,2.0,0,0,1,0,Dropout,-9.30746361054221,6,6.653731805271105,1.0907757057821486,2,High Risk
22,5,6,14.62173117803452,13.982254505347997,0,0,0,0,Enrolled,-0.6394766726865218,11,14.30199284169126,1.2884678235757892,1,Medium Risk
20,5,6,11.755792232194906,11.44203890696232,1,0,0,1,Enrolled,-0.3137533252325859,11,11.598915569578613,1.044947348610686,0,Medium Risk
19,6,6,11.147078574643189,8.81764604958726,1,1,0,1,Enrolled,-2.3294325250559282,12,9.982362312115225,0.824988620835969,0,Medium Risk
20,5,6,12.524562617067119,9.573572195266202,1,1,0,0,Enrolled,-2.950990421800917,11,11.04906740616666,0.9954114780330325,0,Medium Risk
20,6,6,12.0,16.132869211513302,1,1,0,1,Graduate,4.132869211513302,12,14.066434605756651,1.1625152566741035,0,Low Risk
21,4,3,6.453164444140111,6.898375823855435,0,0,1,1,Dropout,0.44521137971532454,7,6.675770133997773,0.9402493146475737,2,High Risk
26,4,4,6.204169377738243,6.517878642760455,0,0,1,0,Dropout,0.3137092650222124,8,6.3610240102493485,0.7853116062036233,2,High Risk
18,6,7,15.902333564066506,15.849393952503465,1,1,0,1,Graduate,-0.0529396115630405,13,15.875863758284986,1.2118979968156478,0,Low Risk
18,7,7,15.923753960430117,17.450691161924993,1,1,0,0,Graduate,1.526937201494876,14,16.687222561177556,1.1834909617856424,0,Low Risk
19,5,5,10.123876585907045,11.046519983415436,1,0,0,0,Enrolled,0.9226433975083914,10,10.58519828466124,1.0480394341248753,0,Medium Risk
20,6,5,12.724669216154966,9.821290462658741,0,0,0,0,Enrolled,-2.9033787534962254,11,11.272979839406855,1.0155837693159329,1,Medium Risk
21,3,4,7.093848100397972,3.165615532816319,0,0,1,0,Dropout,-3.928232567581653,7,5.129731816607146,0.722497438958753,2,High Risk
18,7,7,12.0,15.564191798485705,1,1,0,1,Graduate,3.564191798485705,14,13.782095899242853,0.9774536098753797,0,Low Risk
20,6,6,11.455061531236808,11.651808009564894,1,0,0,0,Enrolled,0.19674647832808567,12,11.553434770400852,0.954829319867839,0,Medium Risk
19,5,6,11.431854589028045,11.764062387215086,0,1,0,1,Enrolled,0.3322077981870404,11,11.597958488121566,1.044861125055997,1,Medium Risk
19,5,5,14.154883021846306,8.794989079430088,1,0,0,1,Enrolled,-5.3598939424162175,10,11.474936050638197,1.1361322822414057,0,Medium Risk
19,7,6,14.084055674084869,14.289984597049015,1,1,0,0,Graduate,0.2059289229641461,13,14.187020135566943,1.0829786363028202,0,Low Risk
20,7,7,16.87072866382862,17.712982622635664,1,1,0,0,Graduate,0.8422539588070457,14,17.29185564323214,1.2263727406547618,0,Low Risk
21,5,5,11.701184641762858,9.320138556489242,1,1,1,1,Enrolled,-2.3810460852736153,10,10.510661599126049,1.040659564269906,1,Medium Risk
25,5,4,5.672854046933441,8.154481213796714,1,1,1,0,Dropout,2.481627166863273,9,6.913667630365078,0.759743695644514,1,High Risk
19,4,5,5.902516851656429,7.557581222016409,0,0,1,1,Dropout,1.6550643703599794,9,6.730049036836419,0.7395658282237824,2,High Risk
20,6,7,13.789223112013447,20.0,1,0,0,1,Graduate,6.210776887986553,13,16.894611556006723,1.2896650042753224,0,Low Risk
24,5,5,6.172151017910005,10.611729031228506,1,0,1,1,Dropout,4.439578013318501,10,8.391940024569255,0.830885150947451,1,High Risk
20,6,5,10.108468365901262,14.637685280884968,1,0,1,0,Enrolled,4.5292169149837065,11,12.373076823393115,1.1146916057110914,1,Medium Risk
22,6,6,8.219272588201537,10.556395709345892,1,0,0,0,Enrolled,2.337123121144355,12,9.387834148773715,0.7758540618821252,0,Medium Risk
19,6,7,17.286803399559382,15.379054989667017,1,1,0,1,Graduate,-1.9077484098923652,13,16.3329291946132,1.2467884881384124,0,Low Risk
19,6,6,11.276482569384546,11.41510446252963,1,0,0,1,Enrolled,0.13862189314508377,12,11.345793515957087,0.9376688856162883,0,Medium Risk
20,4,3,8.462846691098235,4.901233820537442,1,1,1,0,Dropout,-3.5616128705607935,7,6.682040255817839,0.9411324303968788,1,High Risk
24,3,5,8.96776025936703,5.45747542343158,0,0,1,1,Dropout,-3.5102848359354493,8,7.212617841399305,0.8904466470863339,2,High Risk
19,6,5,11.795319520434346,11.595323225445203,1,0,0,0,Enrolled,-0.19999629498914295,11,11.695321372939773,1.0536325561207003,0,Medium Risk
22,5,5,15.136621139229135,12.126514597773108,1,1,0,1,Enrolled,-3.010106541456027,10,13.631567868501122,1.349660185000111,0,Medium Risk
21,4,4,8.251852122279447,6.390265099020275,1,0,1,1,Dropout,-1.8615870232591716,8,7.32105861064986,0.903834396376526,1,High Risk
20,5,5,7.790788163640069,5.372416368701906,1,0,1,1,Dropout,-2.418371794938163,10,6.581602266170988,0.6516437887298008,1,High Risk
19,7,7,15.847593494087713,15.57156771262044,1,1,0,1,Graduate,-0.27602578146727197,14,15.709580603354077,1.1141546527201474,0,Low Risk
20,5,6,12.169818353934211,12.301190085978297,1,1,0,0,Enrolled,0.13137173204408548,11,12.235504219956255,1.1022976774735365,0,Medium Risk
20,7,6,14.111939529343761,15.535285848606327,1,1,0,1,Graduate,1.4233463192625653,13,14.823612688975043,1.1315734877080186,0,Low Risk
18,7,7,15.185219946116167,16.56280936075932,1,0,0,1,Graduate,1.377589414643154,14,15.874014653437744,1.1258166420877833,0,Low Risk
20,5,5,9.70732600808269,10.432934744321518,0,0,1,1,Enrolled,0.7256087362388275,10,10.070130376202105,0.9970426115051589,2,Medium Risk
25,3,5,8.310739465707428,7.410627902840076,1,0,1,1,Dropout,-0.9001115628673517,8,7.860683684273752,0.9704547758362657,1,High Risk
18,7,7,14.38083832325248,13.258493012419668,1,0,0,0,Graduate,-1.1223453108328112,14,13.819665667836073,0.9801181324706435,0,Low Risk
19,6,6,15.660203677456364,15.339791170296635,1,1,0,0,Graduate,-0.3204125071597286,12,15.4999974238765,1.2809915226344215,0,Low Risk
19,6,5,13.954331483627085,14.210294570799753,1,0,0,1,Enrolled,0.2559630871726686,11,14.08231302721342,1.2686768492985063,0,Medium Risk
20,7,7,12.347896460333562,18.42996250046974,0,0,0,0,Graduate,6.082066040136176,14,15.38892948040165,1.0914134383263583,1,Low Risk
19,5,5,9.81625899610958,11.539358462594747,1,0,0,1,Enrolled,1.7230994664851664,10,10.677808729352163,1.0572087850843725,0,Medium Risk
21,6,7,14.537094862266693,14.95211184851283,1,1,0,0,Graduate,0.4150169862461368,13,14.744603355389762,1.1255422408694475,0,Low Risk
24,3,4,8.55742856430602,6.0915792536338556,0,0,0,1,Dropout,-2.465849310672165,7,7.3245039089699375,1.0316202688690053,1,High Risk
21,6,6,10.822359600763088,7.0,1,0,0,1,Enrolled,-3.822359600763088,12,8.911179800381543,0.7364611405274003,0,Medium Risk
21,7,6,12.153607445447298,16.4887912611734,1,1,0,1,Graduate,4.3351838157261025,13,14.321199353310348,1.0932213246801792,0,Low Risk
22,5,5,10.156813768265128,12.117802657295517,1,1,0,1,Enrolled,1.9609888890303893,10,11.137308212780322,1.1027037834435962,0,Medium Risk
24,4,3,6.332887887877487,4.383453937459376,0,0,1,0,Dropout,-1.9494339504181104,7,5.358170912668431,0.7546719595307649,2,High Risk
19,5,6,15.275400182571776,9.87264993630581,1,0,0,0,Enrolled,-5.402750246265965,11,12.574025059438792,1.1327950503998911,0,Medium Risk
21,5,4,8.425891206806481,5.792101277170474,0,0,1,1,Dropout,-2.6337899296360074,9,7.108996241988478,0.781208378240492,2,High Risk
19,6,5,13.076188574346496,9.587384381775463,1,0,0,1,Enrolled,-3.488804192571033,11,11.33178647806098,1.0208816646901784,0,Medium Risk
19,5,5,6.834731399312667,3.469927663654895,0,0,0,0,Dropout,-3.3648037356577722,10,5.152329531483781,0.5101316367805724,1,High Risk
19,7,7,14.012654589079947,16.102959362319467,1,1,0,0,Graduate,2.09030477323952,14,15.057806975699707,1.06792957274466,0,Low Risk
25,4,4,4.2718184297434,2.5713492312001645,1,0,1,0,Dropout,-1.7004691985432352,8,3.421583830471782,0.4224177568483682,1,High Risk
20,7,6,14.545369804736211,16.832273640562917,1,1,0,0,Graduate,2.286903835826706,13,15.688821722649564,1.1976199788282111,0,Low Risk
25,5,4,4.520500230285334,4.249485461325169,0,1,1,1,Dropout,-0.27101476896016496,9,4.384992845805252,0.48186734569288486,2,High Risk
21,5,6,11.12524758745616,12.977095054302934,0,1,1,0,Enrolled,1.851847466846774,11,12.051171320879547,1.0856911099891484,2,Medium Risk
19,6,6,14.02977523269677,15.159387092415875,1,0,0,1,Graduate,1.1296118597191054,12,14.594581162556322,1.2061637324426713,0,Low Risk
21,5,6,8.141972796717564,12.540814306231985,1,0,0,1,Enrolled,4.398841509514421,11,10.341393551474773,0.9316570767094391,0,Medium Risk
21,6,6,11.90429157012629,7.985446830093423,0,1,0,0,Enrolled,-3.918844740032867,12,9.944869200109856,0.8218900165380046,1,Medium Risk
20,4,5,5.687342431937956,7.02123535395463,0,0,0,1,Dropout,1.3338929220166742,9,6.354288892946293,0.6982735047193729,1,High Risk
19,6,5,11.331501397232826,8.67269415572447,1,1,0,1,Enrolled,-2.658807241508356,11,10.002097776478648,0.9010898897728512,0,Medium Risk
19,7,7,13.963118289415508,13.312179930176466,1,1,1,1,Graduate,-0.6509383592390421,14,13.637649109795987,0.9672091567231197,1,Low Risk
20,6,7,18.73641142639894,13.0,1,1,0,0,Graduate,-5.736411426398941,13,15.86820571319947,1.2113134132213337,0,Low Risk
20,5,6,9.867549217045546,12.282122451662925,1,1,0,0,Enrolled,2.4145732346173787,11,11.074835834354236,0.9977329580499312,0,Medium Risk
18,7,7,15.522574211168402,13.619614963489008,1,1,0,1,Graduate,-1.9029592476793944,14,14.571094587328705,1.0334109636403337,0,Low Risk
21,6,5,12.72243706248302,7.689957432019136,1,0,0,1,Enrolled,-5.032479630463885,11,10.206197247251078,0.9194772294820791,0,Medium Risk
18,6,6,16.50230472109328,16.830111010380193,1,1,0,1,Graduate,0.3278062892869116,12,16.666207865736737,1.3773725508873338,0,Low Risk
20,6,6,16.44146684432273,14.965980551466801,1,1,0,0,Graduate,-1.475486292855928,12,15.703723697894766,1.2978284047846915,0,Low Risk
24,4,5,11.956954799610397,6.019371073959273,0,0,0,1,Dropout,-5.937583725651124,9,8.988162936784835,0.9877102128334985,1,High Risk
26,4,3,5.034365162530416,5.8377579560887005,1,0,1,0,Dropout,0.8033927935582845,7,5.436061559309558,0.7656424731421914,1,High Risk
24,5,3,7.361229761462758,4.785008566991449,0,0,1,1,Dropout,-2.5762211944713096,8,6.073119164227103,0.7497677980527289,2,High Risk
21,6,6,9.885061799685943,7.13894138106823,1,0,0,0,Enrolled,-2.7461204186177124,12,8.512001590377086,0.7034712058162881,0,Medium Risk
19,4,5,9.003752036871337,6.814485037624833,1,0,1,1,Dropout,-2.1892669992465033,9,7.9091185372480854,0.8691339051920973,1,High Risk
20,5,5,10.51750175802837,9.616608545716014,0,0,0,0,Enrolled,-0.9008932123123561,10,10.067055151872193,0.996738133848732,1,Medium Risk
19,6,7,16.581399766855792,16.346362234989808,1,0,0,0,Graduate,-0.2350375318659843,13,16.4638810009228,1.256784809230748,0,Low Risk
21,3,4,8.137247645559942,4.216944279738493,0,0,0,1,Dropout,-3.9203033658214492,7,6.177095962649217,0.8700135158660869,1,High Risk
25,4,3,7.093145251182173,6.612754911228373,1,0,1,1,Dropout,-0.4803903399538001,7,6.852950081205273,0.9652042367894751,1,High Risk
20,7,6,15.174320263064612,16.506779874886746,1,1,0,0,Graduate,1.3324596118221343,13,15.840550068975679,1.2092022953416548,0,Low Risk
19,6,6,14.928473385352264,17.335012840105723,1,1,0,0,Graduate,2.4065394547534584,12,16.131743112728994,1.333201910142892,0,Low Risk
20,5,6,14.01349149817481,10.381526624494583,1,0,0,0,Enrolled,-3.631964873680227,11,12.197509061334696,1.098874690210333,0,Medium Risk
21,5,6,12.292878205642378,8.451678387566194,1,1,0,0,Enrolled,-3.841199818076184,11,10.372278296604286,0.9344394861805663,0,Medium Risk
19,5,5,4.69625519012983,2.0725077394927927,0,0,1,0,Dropout,-2.6237474506370373,10,3.3843814648113115,0.33508727374369424,2,High Risk
20,7,6,17.00460667972314,14.256487072402289,1,0,0,1,Graduate,-2.7481196073208505,13,15.630546876062713,1.1931715172566957,0,Low Risk
20,5,5,8.00793361808364,14.767506753424895,0,0,0,1,Enrolled,6.759573135341254,10,11.387720185754269,1.1274970480944821,1,Medium Risk
22,6,6,10.307081351943678,10.185628375267374,1,0,0,1,Enrolled,-0.12145297667630395,12,10.246354863605525,0.8468061870748368,0,Medium Risk
20,3,5,3.0,7.438801263344995,0,0,1,1,Dropout,4.438801263344995,8,5.219400631672498,0.6443704483546294,2,High Risk
25,3,4,7.169619681812122,5.72716216770902,1,0,1,1,Dropout,-1.4424575141031024,7,6.448390924760571,0.9082240739099396,1,High Risk
20,7,6,12.138878042394808,13.87595544483451,1,1,0,0,Graduate,1.7370774024397022,13,13.007416743614659,0.9929325758484473,0,Low Risk
20,5,6,11.692578320467721,9.308771758349641,1,0,1,0,Enrolled,-2.38380656211808,11,10.50067503940868,0.9460067603070883,1,Medium Risk
20,5,6,8.47635210576533,8.888617899533678,0,0,0,0,Enrolled,0.4122657937683485,11,8.682485002649504,0.7822058560945498,1,Medium Risk
20,6,7,13.121678546467589,18.391754039053353,1,1,0,0,Graduate,5.2700754925857645,13,15.756716292760471,1.2028027704397306,0,Low Risk
25,4,3,10.14837348555783,5.167827030854832,0,1,1,1,Dropout,-4.980546454702997,7,7.658100258206331,1.0786056701699058,2,High Risk
19,6,6,10.871488035579867,7.492932653933165,1,0,0,0,Enrolled,-3.378555381646702,12,9.182210344756516,0.7588603590707865,0,Medium Risk
24,4,3,6.017311505436511,4.6153553863214904,0,0,1,1,Dropout,-1.4019561191150203,7,5.316333445879001,0.7487793585745072,2,High Risk
25,4,4,8.359327072482394,7.2411999838289045,0,0,1,0,Dropout,-1.1181270886534893,8,7.800263528155649,0.9629954973031666,2,High Risk
19,6,7,16.822879739647256,18.349814924200814,1,1,0,0,Graduate,1.5269351845535581,13,17.586347331924035,1.342469261978934,0,Low Risk
19,6,5,9.582691628344147,7.972804225585065,1,0,1,1,Enrolled,-1.6098874027590817,11,8.777747926964606,0.7907881015283429,1,Medium Risk
21,6,6,9.948474460555849,12.793818174259123,1,0,0,0,Enrolled,2.845343713703274,12,11.371146317407486,0.9397641584634286,0,Medium Risk
21,5,6,10.25002403061935,11.075022029627076,1,1,1,0,Enrolled,0.8249979990077261,11,10.662523030123214,0.9605876603714608,1,Medium Risk
19,7,6,14.314924954589685,18.000645700332075,1,0,0,1,Graduate,3.6857207457423904,13,16.15778532746088,1.23341872728709,0,Low Risk
19,7,6,16.772989629190167,16.662501181769457,1,1,0,0,Graduate,-0.1104884474207104,13,16.71774540547981,1.2761637714106726,0,Low Risk
19,5,6,9.57458494058549,12.062454247616923,1,1,0,0,Enrolled,2.487869307031433,11,10.818519594101208,0.9746414048739827,0,Medium Risk
